id,id_power,class_id,tier,index,id_parent
7369,416,7,3,2,377
7370,224,7,3,3,377
7377,14,3,1,0,377
7378,83,3,1,1,377
7379,14,7,1,0,377
7380,83,7,1,1,377
7381,13,3,0,0,377
7382,13,7,0,0,377
7383,22,12,2,0,349
7384,30,12,2,1,349
7385,99,12,2,2,349
7386,459,11,2,0,349
7387,104,11,2,1,349
7388,99,11,2,2,349
7389,459,10,2,0,349
7390,104,10,2,1,349
7391,99,10,2,2,349
7392,22,4,2,0,349
7393,30,4,2,1,349
7394,459,4,2,2,349
7395,503,12,1,0,349
7396,502,12,1,1,349
7397,503,11,1,0,349
7398,502,11,1,1,349
7399,503,10,1,0,349
7400,502,10,1,1,349
7401,503,4,1,0,349
7402,502,4,1,1,349
7403,13,12,0,0,349
7404,13,11,0,0,349
7405,13,10,0,0,349
7406,13,4,0,0,349
7407,22,3,2,0,350
7408,30,3,2,1,350
7409,459,3,2,2,350
7410,459,7,2,0,350
7411,30,7,2,1,350
7412,104,7,2,2,350
7413,503,3,1,0,350
7414,502,3,1,1,350
7415,503,7,1,0,350
7416,502,7,1,1,350
7417,13,3,0,0,350
7418,13,7,0,0,350
7419,82,8,3,0,378
7420,127,8,3,1,378
7421,215,8,3,2,378
7422,379,8,3,3,378
7423,82,5,3,0,378
7424,399,5,3,1,378
7425,228,5,3,2,378
7426,403,5,3,3,378
7427,82,9,3,0,378
7428,123,9,3,1,378
7429,231,9,3,2,378
7430,444,9,3,3,378
7431,14,8,1,0,378
7432,83,8,1,1,378
7433,14,5,1,0,378
7434,83,5,1,1,378
7435,14,9,1,0,378
7436,83,9,1,1,378
7437,13,8,0,0,378
7438,13,5,0,0,378
7439,13,9,0,0,378
7440,82,8,3,0,379
7441,167,8,3,1,379
7442,376,8,3,2,379
7443,381,8,3,3,379
7444,82,5,3,0,379
7445,164,5,3,1,379
7446,400,5,3,2,379
7447,405,5,3,3,379
7448,82,9,3,0,379
7449,183,9,3,1,379
7450,458,9,3,2,379
7451,432,9,3,3,379
7452,85,8,1,0,379
7453,87,8,1,1,379
7454,85,5,1,0,379
7455,87,5,1,1,379
7456,85,9,1,0,379
7457,87,9,1,1,379
7458,13,8,0,0,379
7459,13,5,0,0,379
7460,13,9,0,0,379
7461,82,12,3,0,380
7462,159,12,3,1,380
7463,246,12,3,2,380
7464,82,11,3,0,380
7465,173,11,3,1,380
7466,247,11,3,2,380
7467,171,11,3,3,380
7468,120,11,3,4,380
7469,82,10,3,0,380
7470,186,10,3,1,380
7471,385,10,3,2,380
7472,184,10,3,3,380
7473,82,4,3,0,380
7474,181,4,3,1,380
7475,446,4,3,2,380
7476,175,4,3,3,380
7477,14,12,1,0,380
7478,83,12,1,1,380
7479,14,11,1,0,380
7480,83,11,1,1,380
7481,14,10,1,0,380
7482,83,10,1,1,380
7483,14,4,1,0,380
7484,83,4,1,1,380
7485,13,12,0,0,380
7486,13,11,0,0,380
7487,13,10,0,0,380
7488,13,4,0,0,380
7489,82,12,3,0,381
7490,126,12,3,1,381
7491,354,12,3,2,381
7492,82,11,3,0,381
7493,200,11,3,1,381
7494,358,11,3,2,381
7495,251,11,3,3,381
7496,172,11,3,4,381
7497,82,10,3,0,381
7498,238,10,3,1,381
7499,386,10,3,2,381
7500,389,10,3,3,381
7501,82,4,3,0,381
7502,249,4,3,1,381
7503,410,4,3,2,381
7504,445,4,3,3,381
7505,85,12,1,0,381
7506,87,12,1,1,381
7507,85,11,1,0,381
7508,87,11,1,1,381
7509,85,10,1,0,381
7510,87,10,1,1,381
7511,85,4,1,0,381
7512,87,4,1,1,381
7513,13,12,0,0,381
7514,13,11,0,0,381
7515,13,10,0,0,381
7516,13,4,0,0,381
7517,82,3,3,0,382
7518,107,3,3,1,382
7519,369,3,3,2,382
7520,110,3,3,3,382
7521,82,7,3,0,382
7522,457,7,3,1,382
7523,416,7,3,2,382
7524,138,7,3,3,382
7525,14,3,1,0,382
7526,83,3,1,1,382
7527,14,7,1,0,382
7528,83,7,1,1,382
7529,13,3,0,0,382
7530,13,7,0,0,382
7531,82,3,3,0,383
7532,366,3,3,1,383
7533,36,3,3,2,383
7534,213,3,3,3,383
7535,82,7,3,0,383
7536,448,7,3,1,383
7537,137,7,3,2,383
7538,224,7,3,3,383
7539,85,3,1,0,383
7540,87,3,1,1,383
7541,85,7,1,0,383
7542,87,7,1,1,383
7543,13,3,0,0,383
7544,13,7,0,0,383
7545,82,6,3,0,384
7546,349,6,3,1,384
7547,108,6,3,2,384
7548,142,6,3,3,384
7549,82,2,3,0,384
7550,394,2,3,1,384
7551,133,2,3,2,384
7552,187,2,3,3,384
7553,82,1,3,0,384
7554,435,1,3,1,384
7555,119,1,3,2,384
7556,177,1,3,3,384
7557,14,6,1,0,384
7558,83,6,1,1,384
7559,14,2,1,0,384
7560,83,2,1,1,384
7561,14,1,1,0,384
7562,83,1,1,1,384
7563,13,6,0,0,384
7564,13,2,0,0,384
7565,13,1,0,0,384
7566,82,6,3,0,385
7567,243,6,3,1,385
7568,347,6,3,2,385
7569,244,6,3,3,385
7570,82,2,3,0,385
7571,188,2,3,1,385
7572,395,2,3,2,385
7573,453,2,3,3,385
7574,82,1,3,0,385
7575,174,1,3,1,385
7576,438,1,3,2,385
7577,450,1,3,3,385
7578,85,6,1,0,385
7579,87,6,1,1,385
7580,85,2,1,0,385
7581,87,2,1,1,385
7582,85,1,1,0,385
7583,87,1,1,1,385
7584,13,6,0,0,385
7585,13,2,0,0,385
7586,13,1,0,0,385
7602,459,1,2,0,351
7603,30,1,2,1,351
7604,99,1,2,2,351
7605,459,2,2,0,351
7606,104,2,2,1,351
7607,99,2,2,2,351
7608,459,6,2,0,351
7609,30,6,2,1,351
7610,99,6,2,2,351
7611,503,1,1,0,351
7612,502,1,1,1,351
7613,503,2,1,0,351
7614,502,2,1,1,351
7615,503,6,1,0,351
7616,502,6,1,1,351
7617,13,1,0,0,351
7618,13,2,0,0,351
7619,13,6,0,0,351
7620,495,8,3,0,386
7621,214,8,3,1,386
7622,128,8,3,2,386
7623,132,8,3,3,386
7624,495,5,3,0,386
7625,227,5,3,1,386
7626,114,5,3,2,386
7627,166,5,3,3,386
7628,495,9,3,0,386
7629,442,9,3,1,386
7630,130,9,3,2,386
7631,460,9,3,3,386
7632,84,8,1,0,386
7633,15,8,1,1,386
7634,84,5,1,0,386
7635,15,5,1,1,386
7636,84,9,1,0,386
7637,15,9,1,1,386
7638,13,8,0,0,386
7639,13,5,0,0,386
7640,13,9,0,0,386
7641,489,8,3,0,387
7642,214,8,3,1,387
7643,128,8,3,2,387
7644,132,8,3,3,387
7645,489,5,3,0,387
7646,227,5,3,1,387
7647,114,5,3,2,387
7648,166,5,3,3,387
7649,489,9,3,0,387
7650,442,9,3,1,387
7651,130,9,3,2,387
7652,460,9,3,3,387
7653,84,8,1,0,387
7654,15,8,1,1,387
7655,84,5,1,0,387
7656,15,5,1,1,387
7657,84,9,1,0,387
7658,15,9,1,1,387
7659,13,8,0,0,387
7660,13,5,0,0,387
7661,13,9,0,0,387
7662,493,8,3,0,388
7663,127,8,3,1,388
7664,377,8,3,2,388
7665,380,8,3,3,388
7666,493,5,3,0,388
7667,113,5,3,1,388
7668,401,5,3,2,388
7669,404,5,3,3,388
7670,493,9,3,0,388
7671,123,9,3,1,388
7672,428,9,3,2,388
7673,431,9,3,3,388
7674,14,8,1,0,388
7675,86,8,1,1,388
7676,14,5,1,0,388
7677,86,5,1,1,388
7678,14,9,1,0,388
7679,86,9,1,1,388
7680,13,8,0,0,388
7681,13,5,0,0,388
7682,13,9,0,0,388
7683,487,8,3,0,389
7684,127,8,3,1,389
7685,377,8,3,2,389
7686,380,8,3,3,389
7687,487,5,3,0,389
7688,113,5,3,1,389
7689,401,5,3,2,389
7690,404,5,3,3,389
7691,487,9,3,0,389
7692,123,9,3,1,389
7693,428,9,3,2,389
7694,431,9,3,3,389
7695,14,8,1,0,389
7696,86,8,1,1,389
7697,14,5,1,0,389
7698,86,5,1,1,389
7699,14,9,1,0,389
7700,86,9,1,1,389
7701,13,8,0,0,389
7702,13,5,0,0,389
7703,13,9,0,0,389
7704,495,12,3,0,390
7705,353,12,3,1,390
7706,134,12,3,2,390
7707,495,11,3,0,390
7708,357,11,3,1,390
7709,169,11,3,2,390
7710,241,11,3,3,390
7711,362,11,3,4,390
7712,495,10,3,0,390
7713,384,10,3,1,390
7714,185,10,3,2,390
7715,388,10,3,3,390
7716,495,4,3,0,390
7717,408,4,3,1,390
7718,414,4,3,2,390
7719,240,4,3,3,390
7720,84,12,1,0,390
7721,15,12,1,1,390
7722,84,11,1,0,390
7723,15,11,1,1,390
7724,84,10,1,0,390
7725,15,10,1,1,390
7726,84,4,1,0,390
7727,15,4,1,1,390
7728,13,12,0,0,390
7729,13,11,0,0,390
7730,13,10,0,0,390
7731,13,4,0,0,390
7732,489,12,3,0,391
7733,353,12,3,1,391
7734,134,12,3,2,391
7735,489,11,3,0,391
7736,357,11,3,1,391
7737,169,11,3,2,391
7738,241,11,3,3,391
7739,362,11,3,4,391
7740,489,10,3,0,391
7741,384,10,3,1,391
7742,185,10,3,2,391
7743,388,10,3,3,391
7744,489,4,3,0,391
7745,408,4,3,1,391
7746,414,4,3,2,391
7747,240,4,3,3,391
7748,84,12,1,0,391
7749,15,12,1,1,391
7750,84,11,1,0,391
7751,15,11,1,1,391
7752,84,10,1,0,391
7753,15,10,1,1,391
7754,84,4,1,0,391
7755,15,4,1,1,391
7756,13,12,0,0,391
7757,13,11,0,0,391
7758,13,10,0,0,391
7759,13,4,0,0,391
7760,493,12,3,0,392
7761,220,12,3,1,392
7762,246,12,3,2,392
7763,493,11,3,0,392
7764,250,11,3,1,392
7765,247,11,3,2,392
7766,112,11,3,3,392
7767,210,11,3,4,392
7768,493,10,3,0,392
7769,382,10,3,1,392
7770,387,10,3,2,392
7771,184,10,3,3,392
7772,493,4,3,0,392
7773,406,4,3,1,392
7774,446,4,3,2,392
7775,124,4,3,3,392
7776,14,12,1,0,392
7777,86,12,1,1,392
7778,14,11,1,0,392
7779,86,11,1,1,392
7780,14,10,1,0,392
7781,86,10,1,1,392
7782,14,4,1,0,392
7783,86,4,1,1,392
7784,13,12,0,0,392
7785,13,11,0,0,392
7786,13,10,0,0,392
7787,13,4,0,0,392
7788,487,12,3,0,393
7789,220,12,3,1,393
7790,246,12,3,2,393
7791,487,11,3,0,393
7792,250,11,3,1,393
7793,247,11,3,2,393
7794,112,11,3,3,393
7795,210,11,3,4,393
7796,487,10,3,0,393
7797,382,10,3,1,393
7798,387,10,3,2,393
7799,184,10,3,3,393
7800,487,4,3,0,393
7801,406,4,3,1,393
7802,446,4,3,2,393
7803,124,4,3,3,393
7804,14,12,1,0,393
7805,86,12,1,1,393
7806,14,11,1,0,393
7807,86,11,1,1,393
7808,14,10,1,0,393
7809,86,10,1,1,393
7810,14,4,1,0,393
7811,86,4,1,1,393
7812,13,12,0,0,393
7813,13,11,0,0,393
7814,13,10,0,0,393
7815,13,4,0,0,393
7816,495,3,3,0,394
7817,365,3,3,1,394
7818,368,3,3,2,394
7819,371,3,3,3,394
7820,495,7,3,0,394
7821,178,7,3,1,394
7822,420,7,3,2,394
7823,449,7,3,3,394
7824,84,3,1,0,394
7825,15,3,1,1,394
7826,84,7,1,0,394
7827,15,7,1,1,394
7828,13,3,0,0,394
7829,13,7,0,0,394
7830,489,3,3,0,395
7831,365,3,3,1,395
7832,368,3,3,2,395
7833,371,3,3,3,395
7834,489,7,3,0,395
7835,178,7,3,1,395
7836,420,7,3,2,395
7837,449,7,3,3,395
7838,84,3,1,0,395
7839,15,3,1,1,395
7840,84,7,1,0,395
7841,15,7,1,1,395
7842,13,3,0,0,395
7843,13,7,0,0,395
7844,493,3,3,0,396
7845,367,3,3,1,396
7846,369,3,3,2,396
7847,372,3,3,3,396
7848,493,7,3,0,396
7849,417,7,3,1,396
7850,416,7,3,2,396
7851,422,7,3,3,396
7852,14,3,1,0,396
7853,86,3,1,1,396
7854,14,7,1,0,396
7855,86,7,1,1,396
7856,13,3,0,0,396
7857,13,7,0,0,396
7858,487,3,3,0,397
7859,367,3,3,1,397
7860,369,3,3,2,397
7861,372,3,3,3,397
7862,487,7,3,0,397
7863,417,7,3,1,397
7864,416,7,3,2,397
7865,422,7,3,3,397
7866,14,3,1,0,397
7867,86,3,1,1,397
7868,14,7,1,0,397
7869,86,7,1,1,397
7870,13,3,0,0,397
7871,13,7,0,0,397
7872,495,6,3,0,398
7873,140,6,3,1,398
7874,242,6,3,2,398
7875,109,6,3,3,398
7876,495,2,3,0,398
7877,188,2,3,1,398
7878,189,2,3,2,398
7879,125,2,3,3,398
7880,495,1,3,0,398
7881,174,1,3,1,398
7882,229,1,3,2,398
7883,440,1,3,3,398
7884,84,6,1,0,398
7885,15,6,1,1,398
7886,84,2,1,0,398
7887,15,2,1,1,398
7888,84,1,1,0,398
7889,15,1,1,1,398
7890,13,6,0,0,398
7891,13,2,0,0,398
7892,13,1,0,0,398
7893,489,6,3,0,399
7894,140,6,3,1,399
7895,242,6,3,2,399
7896,109,6,3,3,399
7897,489,2,3,0,399
7898,188,2,3,1,399
7899,189,2,3,2,399
7900,125,2,3,3,399
7901,489,1,3,0,399
7902,174,1,3,1,399
7903,229,1,3,2,399
7904,440,1,3,3,399
7905,84,6,1,0,399
7906,15,6,1,1,399
7907,84,2,1,0,399
7908,15,2,1,1,399
7909,84,1,1,0,399
7910,15,1,1,1,399
7911,13,6,0,0,399
7912,13,2,0,0,399
7913,13,1,0,0,399
7914,493,6,3,0,400
7915,348,6,3,1,400
7916,141,6,3,2,400
7917,350,6,3,3,400
7918,493,2,3,0,400
7919,393,2,3,1,400
7920,133,2,3,2,400
7921,154,2,3,3,400
7922,493,1,3,0,400
7923,434,1,3,1,400
7924,119,1,3,2,400
7925,118,1,3,3,400
7926,14,6,1,0,400
7927,86,6,1,1,400
7928,14,2,1,0,400
7929,86,2,1,1,400
7930,14,1,1,0,400
7931,86,1,1,1,400
7932,13,6,0,0,400
7933,13,2,0,0,400
7934,13,1,0,0,400
7935,487,6,3,0,401
7936,348,6,3,1,401
7937,141,6,3,2,401
7938,350,6,3,3,401
7939,487,2,3,0,401
7940,393,2,3,1,401
7941,133,2,3,2,401
7942,154,2,3,3,401
7943,487,1,3,0,401
7944,434,1,3,1,401
7945,119,1,3,2,401
7946,118,1,3,3,401
7947,14,6,1,0,401
7948,86,6,1,1,401
7949,14,2,1,0,401
7950,86,2,1,1,401
7951,14,1,1,0,401
7952,86,1,1,1,401
7953,13,6,0,0,401
7954,13,2,0,0,401
7955,13,1,0,0,401
7956,156,8,3,0,402
7957,88,8,3,1,402
7958,168,8,3,2,402
7959,379,8,3,3,402
7960,156,5,3,0,402
7961,397,5,3,1,402
7962,165,5,3,2,402
7963,403,5,3,3,402
7964,156,9,3,0,402
7965,442,9,3,1,402
7966,190,9,3,2,402
7967,444,9,3,3,402
7968,462,8,2,0,402
7969,461,8,2,1,402
7970,459,8,2,2,402
7971,462,5,2,0,402
7972,19,5,2,1,402
7973,463,5,2,2,402
7974,462,9,2,0,402
7975,461,9,2,1,402
7976,459,9,2,2,402
7977,468,8,1,0,402
7978,85,8,1,1,402
7979,472,5,1,0,402
7980,85,5,1,1,402
7981,475,9,1,0,402
7982,85,9,1,1,402
7983,13,8,0,0,402
7984,13,5,0,0,402
7985,13,9,0,0,402
7986,482,8,3,0,403
7987,214,8,3,1,403
7988,215,8,3,2,403
7989,380,8,3,3,403
7990,482,5,3,0,403
7991,227,5,3,1,403
7992,228,5,3,2,403
7993,404,5,3,3,403
7994,482,9,3,0,403
7995,230,9,3,1,403
7996,231,9,3,2,403
7997,431,9,3,3,403
7998,459,8,2,0,403
7999,31,8,2,1,403
8000,18,8,2,2,403
8001,459,5,2,0,403
8002,105,5,2,1,403
8003,38,5,2,2,403
8004,459,9,2,0,403
8005,31,9,2,1,403
8006,18,9,2,2,403
8007,87,8,1,0,403
8008,15,8,1,1,403
8009,87,5,1,0,403
8010,15,5,1,1,403
8011,87,9,1,0,403
8012,15,9,1,1,403
8013,13,8,0,0,403
8014,13,5,0,0,403
8015,13,9,0,0,403
8016,193,8,3,0,404
8017,167,8,3,1,404
8018,376,8,3,2,404
8019,381,8,3,3,404
8020,193,5,3,0,404
8021,164,5,3,1,404
8022,400,5,3,2,404
8023,405,5,3,3,404
8024,193,9,3,0,404
8025,183,9,3,1,404
8026,458,9,3,2,404
8027,432,9,3,3,404
8028,21,8,2,0,404
8029,461,8,2,1,404
8030,18,8,2,2,404
8031,21,5,2,0,404
8032,19,5,2,1,404
8033,105,5,2,2,404
8034,21,9,2,0,404
8035,461,9,2,1,404
8036,18,9,2,2,404
8037,44,8,1,0,404
8038,84,8,1,1,404
8039,44,5,1,0,404
8040,84,5,1,1,404
8041,44,9,1,0,404
8042,84,9,1,1,404
8043,13,8,0,0,404
8044,13,5,0,0,404
8045,13,9,0,0,404
8046,157,8,3,0,405
8047,375,8,3,1,405
8048,128,8,3,2,405
8049,170,8,3,3,405
8050,157,5,3,0,405
8051,399,5,3,1,405
8052,114,5,3,2,405
8053,166,5,3,3,405
8054,157,9,3,0,405
8055,426,9,3,1,405
8056,130,9,3,2,405
8057,460,9,3,3,405
8058,22,8,2,0,405
8059,21,8,2,1,405
8060,462,8,2,2,405
8061,22,5,2,0,405
8062,103,5,2,1,405
8063,102,5,2,2,405
8064,22,9,2,0,405
8065,21,9,2,1,405
8066,462,9,2,2,405
8067,83,8,1,0,405
8068,86,8,1,1,405
8069,83,5,1,0,405
8070,86,5,1,1,405
8071,83,9,1,0,405
8072,86,9,1,1,405
8073,13,8,0,0,405
8074,13,5,0,0,405
8075,13,9,0,0,405
8076,480,8,3,0,406
8077,127,8,3,1,406
8078,378,8,3,2,406
8079,225,8,3,3,406
8080,480,5,3,0,406
8081,113,5,3,1,406
8082,402,5,3,2,406
8083,236,5,3,3,406
8084,480,9,3,0,406
8085,123,9,3,1,406
8086,429,9,3,2,406
8087,232,9,3,3,406
8088,31,8,2,0,406
8089,30,8,2,1,406
8090,21,8,2,2,406
8091,31,5,2,0,406
8092,38,5,2,1,406
8093,42,5,2,2,406
8094,31,9,2,0,406
8095,30,9,2,1,406
8096,21,9,2,2,406
8097,205,8,1,0,406
8098,14,8,1,1,406
8099,204,5,1,0,406
8100,14,5,1,1,406
8101,208,9,1,0,406
8102,14,9,1,1,406
8103,13,8,0,0,406
8104,13,5,0,0,406
8105,13,9,0,0,406
8106,195,8,3,0,407
8107,374,8,3,1,407
8108,377,8,3,2,407
8109,132,8,3,3,407
8110,195,5,3,0,407
8111,398,5,3,1,407
8112,401,5,3,2,407
8113,115,5,3,3,407
8114,195,9,3,0,407
8115,425,9,3,1,407
8116,428,9,3,2,407
8117,131,9,3,3,407
8118,18,8,2,0,407
8119,22,8,2,1,407
8120,30,8,2,2,407
8121,18,5,2,0,407
8122,463,5,2,1,407
8123,104,5,2,2,407
8124,18,9,2,0,407
8125,22,9,2,1,407
8126,30,9,2,2,407
8127,44,8,1,0,407
8128,85,8,1,1,407
8129,44,5,1,0,407
8130,85,5,1,1,407
8131,44,9,1,0,407
8132,85,9,1,1,407
8133,13,8,0,0,407
8134,13,5,0,0,407
8135,13,9,0,0,407
8136,193,12,3,0,408
8137,245,12,3,1,408
8138,354,12,3,2,408
8139,193,11,3,0,408
8140,250,11,3,1,408
8141,358,11,3,2,408
8142,361,11,3,3,408
8143,172,11,3,4,408
8144,193,10,3,0,408
8145,382,10,3,1,408
8146,386,10,3,2,408
8147,391,10,3,3,408
8148,193,4,3,0,408
8149,406,4,3,1,408
8150,410,4,3,2,408
8151,414,4,3,3,408
8152,462,12,2,0,408
8153,461,12,2,1,408
8154,101,12,2,2,408
8155,462,11,2,0,408
8156,19,11,2,1,408
8157,101,11,2,2,408
8158,462,10,2,0,408
8159,19,10,2,1,408
8160,101,10,2,2,408
8161,462,4,2,0,408
8162,461,4,2,1,408
8163,30,4,2,2,408
8164,466,12,1,0,408
8165,85,12,1,1,408
8166,467,11,1,0,408
8167,85,11,1,1,408
8168,470,10,1,0,408
8169,85,10,1,1,408
8170,473,4,1,0,408
8171,85,4,1,1,408
8172,13,12,0,0,408
8173,13,11,0,0,408
8174,13,10,0,0,408
8175,13,4,0,0,408
8176,195,12,3,0,409
8177,126,12,3,1,409
8178,134,12,3,2,409
8179,195,11,3,0,409
8180,122,11,3,1,409
8181,111,11,3,2,409
8182,251,11,3,3,409
8183,120,11,3,4,409
8184,195,10,3,0,409
8185,116,10,3,1,409
8186,76,10,3,2,409
8187,389,10,3,3,409
8188,195,4,3,0,409
8189,136,4,3,1,409
8190,129,4,3,2,409
8191,445,4,3,3,409
8192,18,12,2,0,409
8193,31,12,2,1,409
8194,20,12,2,2,409
8195,18,11,2,0,409
8196,105,11,2,1,409
8197,20,11,2,2,409
8198,18,10,2,0,409
8199,105,10,2,1,409
8200,20,10,2,2,409
8201,18,4,2,0,409
8202,31,4,2,1,409
8203,459,4,2,2,409
8204,87,12,1,0,409
8205,15,12,1,1,409
8206,87,11,1,0,409
8207,15,11,1,1,409
8208,87,10,1,0,409
8209,15,10,1,1,409
8210,87,4,1,0,409
8211,15,4,1,1,409
8212,13,12,0,0,409
8213,13,11,0,0,409
8214,13,10,0,0,409
8215,13,4,0,0,409
8216,482,12,3,0,410
8217,220,12,3,1,410
8218,355,12,3,2,410
8219,482,11,3,0,410
8220,200,11,3,1,410
8221,359,11,3,2,410
8222,241,11,3,3,410
8223,362,11,3,4,410
8224,482,10,3,0,410
8225,238,10,3,1,410
8226,387,10,3,2,410
8227,388,10,3,3,410
8228,482,4,3,0,410
8229,249,4,3,1,410
8230,411,4,3,2,410
8231,240,4,3,3,410
8232,21,12,2,0,410
8233,22,12,2,1,410
8234,100,12,2,2,410
8235,21,11,2,0,410
8236,19,11,2,1,410
8237,100,11,2,2,410
8238,21,10,2,0,410
8239,19,10,2,1,410
8240,100,10,2,2,410
8241,21,4,2,0,410
8242,22,4,2,1,410
8243,462,4,2,2,410
8244,44,12,1,0,410
8245,84,12,1,1,410
8246,44,11,1,0,410
8247,84,11,1,1,410
8248,44,10,1,0,410
8249,84,10,1,1,410
8250,44,4,1,0,410
8251,84,4,1,1,410
8252,13,12,0,0,410
8253,13,11,0,0,410
8254,13,10,0,0,410
8255,13,4,0,0,410
8256,479,12,3,0,411
8257,352,12,3,1,411
8258,160,12,3,2,411
8259,479,11,3,0,411
8260,356,11,3,1,411
8261,169,11,3,2,411
8262,112,11,3,3,411
8263,364,11,3,4,411
8264,479,10,3,0,411
8265,383,10,3,1,411
8266,185,10,3,2,411
8267,117,10,3,3,411
8268,479,4,3,0,411
8269,407,4,3,1,411
8270,180,4,3,2,411
8271,124,4,3,3,411
8272,22,12,2,0,411
8273,21,12,2,1,411
8274,89,12,2,2,411
8275,22,11,2,0,411
8276,103,11,2,1,411
8277,89,11,2,2,411
8278,22,10,2,0,411
8279,103,10,2,1,411
8280,89,10,2,2,411
8281,22,4,2,0,411
8282,21,4,2,1,411
8283,18,4,2,2,411
8284,83,12,1,0,411
8285,85,12,1,1,411
8286,83,11,1,0,411
8287,85,11,1,1,411
8288,83,10,1,0,411
8289,85,10,1,1,411
8290,83,4,1,0,411
8291,85,4,1,1,411
8292,13,12,0,0,411
8293,13,11,0,0,411
8294,13,10,0,0,411
8295,13,4,0,0,411
8296,481,12,3,0,412
8297,353,12,3,1,412
8298,246,12,3,2,412
8299,481,11,3,0,412
8300,357,11,3,1,412
8301,247,11,3,2,412
8302,361,11,3,3,412
8303,363,11,3,4,412
8304,481,10,3,0,412
8305,384,10,3,1,412
8306,385,10,3,2,412
8307,391,10,3,3,412
8308,481,4,3,0,412
8309,408,4,3,1,412
8310,446,4,3,2,412
8311,414,4,3,3,412
8312,30,12,2,0,412
8313,461,12,2,1,412
8314,99,12,2,2,412
8315,30,11,2,0,412
8316,463,11,2,1,412
8317,99,11,2,2,412
8318,30,10,2,0,412
8319,463,10,2,1,412
8320,99,10,2,2,412
8321,30,4,2,0,412
8322,461,4,2,1,412
8323,18,4,2,2,412
8324,202,12,1,0,412
8325,14,12,1,1,412
8326,219,11,1,0,412
8327,14,11,1,1,412
8328,218,10,1,0,412
8329,14,10,1,1,412
8330,217,4,1,0,412
8331,14,4,1,1,412
8332,13,12,0,0,412
8333,13,11,0,0,412
8334,13,10,0,0,412
8335,13,4,0,0,412
8336,478,12,3,0,413
8337,159,12,3,1,413
8338,221,12,3,2,413
8339,478,11,3,0,413
8340,173,11,3,1,413
8341,209,11,3,2,413
8342,360,11,3,3,413
8343,362,11,3,4,413
8344,478,10,3,0,413
8345,186,10,3,1,413
8346,248,10,3,2,413
8347,390,10,3,3,413
8348,478,4,3,0,413
8349,181,4,3,1,413
8350,239,4,3,2,413
8351,413,4,3,3,413
8352,31,12,2,0,413
8353,30,12,2,1,413
8354,98,12,2,2,413
8355,31,11,2,0,413
8356,38,11,2,1,413
8357,98,11,2,2,413
8358,31,10,2,0,413
8359,38,10,2,1,413
8360,98,10,2,2,413
8361,31,4,2,0,413
8362,30,4,2,1,413
8363,21,4,2,2,413
8364,44,12,1,0,413
8365,86,12,1,1,413
8366,44,11,1,0,413
8367,86,11,1,1,413
8368,44,10,1,0,413
8369,86,10,1,1,413
8370,44,4,1,0,413
8371,86,4,1,1,413
8372,13,12,0,0,413
8373,13,11,0,0,413
8374,13,10,0,0,413
8375,13,4,0,0,413
8376,196,12,3,0,414
8377,220,12,3,1,414
8378,160,12,3,2,414
8379,196,11,3,0,414
8380,200,11,3,1,414
8381,169,11,3,2,414
8382,171,11,3,3,414
8383,210,11,3,4,414
8384,196,10,3,0,414
8385,238,10,3,1,414
8386,185,10,3,2,414
8387,184,10,3,3,414
8388,196,4,3,0,414
8389,249,4,3,1,414
8390,180,4,3,2,414
8391,175,4,3,3,414
8392,459,12,2,0,414
8393,18,12,2,1,414
8394,43,12,2,2,414
8395,459,11,2,0,414
8396,104,11,2,1,414
8397,43,11,2,2,414
8398,459,10,2,0,414
8399,104,10,2,1,414
8400,43,10,2,2,414
8401,459,4,2,0,414
8402,18,4,2,1,414
8403,22,4,2,2,414
8404,14,12,1,0,414
8405,15,12,1,1,414
8406,14,11,1,0,414
8407,15,11,1,1,414
8408,14,10,1,0,414
8409,15,10,1,1,414
8410,14,4,1,0,414
8411,15,4,1,1,414
8412,13,12,0,0,414
8413,13,11,0,0,414
8414,13,10,0,0,414
8415,13,4,0,0,414
8416,194,3,3,0,415
8417,366,3,3,1,415
8418,162,3,3,2,415
8419,371,3,3,3,415
8420,194,7,3,0,415
8421,448,7,3,1,415
8422,179,7,3,2,415
8423,449,7,3,3,415
8424,462,3,2,0,415
8425,461,3,2,1,415
8426,459,3,2,2,415
8427,462,7,2,0,415
8428,461,7,2,1,415
8429,19,7,2,2,415
8430,469,3,1,0,415
8431,85,3,1,1,415
8432,474,7,1,0,415
8433,85,7,1,1,415
8434,13,3,0,0,415
8435,13,7,0,0,415
8436,195,3,3,0,416
8437,211,3,3,1,416
8438,212,3,3,2,416
8439,372,3,3,3,416
8440,195,7,3,0,416
8441,222,7,3,1,416
8442,223,7,3,2,416
8443,422,7,3,3,416
8444,459,3,2,0,416
8445,31,3,2,1,416
8446,18,3,2,2,416
8447,459,7,2,0,416
8448,31,7,2,1,416
8449,105,7,2,2,416
8450,87,3,1,0,416
8451,15,3,1,1,416
8452,87,7,1,0,416
8453,15,7,1,1,416
8454,13,3,0,0,416
8455,13,7,0,0,416
8456,193,3,3,0,417
8457,161,3,3,1,417
8458,368,3,3,2,417
8459,373,3,3,3,417
8460,193,7,3,0,417
8461,178,7,3,1,417
8462,447,7,3,2,417
8463,423,7,3,3,417
8464,21,3,2,0,417
